#{"t_start": 1780600309.3689928, "env_id": "None"}
r,l,t,n_delivered,n_invalid,n_empty_grab,n_physics_attempts,sum_grasp_quality,sum_disturb_m,sum_disturb_raw_m,max_disturb_m,n_ejected,n_predicate_succ,n_objects_initial
84.04399,60,50858.11503,17,0,1,59,21.6,1.0680148645764087,2.2798278868001915,0.04764021118657472,0,17,20
56.936546,60,50858.115047,9,0,0,60,12.8,0.9917258454081639,1.9925886479051598,0.07140242996767097,1,9,20
81.62542,60,50858.115064,16,0,0,60,21.400000000000002,0.9572876702725027,1.9266296720287968,0.11593144987782322,0,16,20
56.87076,60,50858.115081,9,0,4,56,16.2,1.034612518878683,1.9183847461852797,0.08323449577917326,0,9,20
63.84726,60,50858.115097,11,0,1,59,18.200000000000003,1.136371630738315,2.036492574117083,0.09693523478377093,1,11,20
69.504684,60,50858.115114,12,0,0,60,18.8,0.6076517484791283,1.5101401591396515,0.04987917673149989,0,12,20
67.395515,60,50858.115129,12,0,0,60,15.8,0.7722390643556302,1.6142211543187914,0.11489448855899642,1,12,20
77.25927,60,50858.115145,15,0,3,57,19.0,0.5703662465832882,1.2727330852441276,0.06469753666769597,0,15,20
79.11809,60,50858.11516,16,0,2,58,19.6,0.9209527720354598,1.829013061233898,0.07065194825623643,1,16,20
85.27877,60,50996.980688,18,0,6,54,20.4,0.5206334310900597,1.1702455894978008,0.050433453345422576,0,18,20
72.869446,60,51004.742718,14,0,2,58,18.0,0.8452948561151375,1.60237223471383,0.0841538013618449,1,14,20
84.09457,60,51015.528152,17,0,2,58,22.2,0.882728098965856,1.697428408666878,0.0867555344440332,0,17,20
62.917175,60,51015.528256,10,0,0,60,16.6,0.6314112196124939,1.5189139403419039,0.04657708615179955,0,10,20
70.91964,60,51015.5283,13,0,1,59,15.400000000000002,0.6801868959456325,1.3214673693946168,0.09201736453297252,0,13,20
61.921402,60,51015.52832,10,0,0,60,15.800000000000002,0.9892961060719041,2.1089187279641544,0.078036503545913,0,10,20
65.510635,60,51015.528337,11,0,2,58,20.2,0.8346819028720176,1.7427948152394381,0.047466005421513476,0,11,20
78.63425,60,51015.528354,15,0,1,59,22.0,0.8128764006013114,1.563517044152541,0.08369125662804987,0,15,20
72.35382,60,51015.528371,14,0,0,60,21.000000000000004,1.5330976687487763,2.743261946040744,0.13631908514032998,1,14,20
68.9731,60,51015.528388,12,0,1,59,19.000000000000004,0.6534504313458156,1.392452118271755,0.035771507578875275,0,12,20
79.522446,60,51015.528405,16,0,0,60,19.8,0.7687874324476723,1.514404502698947,0.13842017107328436,2,16,20
71.842316,60,51015.528421,13,0,0,60,17.6,0.7788456469912305,1.7586532040145815,0.05529747696142205,0,13,20
70.16846,60,51015.528436,13,0,1,59,15.400000000000002,0.5157740697811747,1.1807893345699754,0.06602091071947312,1,13,20
71.41258,60,51015.528453,13,0,1,59,18.400000000000006,0.6137207429814372,1.4073585462980711,0.04970197894770877,0,13,20
80.825905,60,51153.36835,16,0,1,59,18.8,0.7170650203755947,1.4465753816932492,0.05829749359249577,0,16,20
68.29528,60,51159.663005,12,0,0,60,15.6,0.7723602936441798,1.5692472299552467,0.05310104589360012,0,12,20
62.21574,60,51170.559177,10,0,0,60,18.800000000000004,1.2521258019021135,2.4694498313781756,0.04818193745374521,0,10,20
67.991005,60,51170.559289,13,0,6,54,16.2,0.4945108757597918,1.1242136218866647,0.13769833806202256,1,13,20
66.03847,60,51170.559318,11,0,0,60,18.600000000000005,0.8307598208056707,1.706938781631853,0.05286046827297342,0,11,20
67.872025,60,51170.559995,12,0,2,58,17.400000000000002,0.7739842493108627,1.5360721390314724,0.06364141066721901,0,12,20
78.53701,60,51170.560079,15,0,1,59,19.800000000000004,0.5115002271784072,1.1010093628579254,0.09397890511194046,0,15,20
70.70454,60,51170.56015,13,0,1,59,13.8,0.5077381017042484,1.2924532222849725,0.037676039891542765,0,13,20
71.7384,60,51170.560206,13,0,0,60,20.400000000000006,1.2708027153116153,2.516365033542702,0.0717649771265774,0,13,20
81.66501,60,51170.560223,16,0,2,58,24.600000000000005,0.7075011143300727,1.5419195404004604,0.06142067795026246,0,16,20
65.041695,60,51170.560249,11,0,4,56,21.000000000000007,0.6891505284534599,1.5131008026236203,0.09502621327944424,0,11,20
79.73376,60,51170.560264,16,0,5,55,21.400000000000002,0.6331447375463548,1.424208906641021,0.06518557920131103,0,16,20
64.92058,60,51170.560284,11,0,0,60,15.600000000000003,0.919705622462389,1.7430670380005493,0.0718633492166576,0,11,20
61.4681,60,51170.560299,10,0,0,60,15.4,1.1759480760901082,2.3151935283687295,0.06625842140917323,0,10,20
73.49682,60,51302.379555,14,0,4,56,17.8,0.48160918881327464,1.1040401694943842,0.05090029910740981,0,14,20
78.64458,60,51308.537204,16,0,2,58,19.0,1.107725392736628,1.902468443754482,0.06380150817208873,1,16,20
88.706985,60,51318.775184,18,0,0,60,22.400000000000002,0.5665185626742809,1.1181069053638921,0.13814061004580755,0,18,20
65.419785,60,51318.775299,11,0,0,60,16.6,0.8601072535431457,1.842616553030878,0.07072564047840535,0,11,20
83.21469,60,51318.775328,17,0,4,56,20.200000000000003,0.4826674202074936,1.1282827462414624,0.0582486201704006,0,17,20
67.48299,60,51318.775347,12,0,3,57,18.800000000000004,0.9085037855546315,1.8075577808995482,0.0676847792272743,0,12,20
83.28513,60,51318.775365,17,0,1,59,17.8,0.8774509085863871,1.7048103693753476,0.03994378976001129,0,17,20
69.235,60,51318.775381,12,0,1,59,19.400000000000006,0.5624938859675515,1.188855343672687,0.07115366577099323,0,12,20
76.4533,60,51318.775397,14,0,0,60,22.200000000000006,0.6833577894893269,1.467558296353567,0.10343808894315754,0,14,20
79.01101,60,51318.775414,15,0,0,60,23.200000000000003,0.7845007903146507,1.7329896382578427,0.03491662055791558,0,15,20
74.24093,60,51318.77543,14,0,2,58,18.6,0.7095522566943522,1.524613230594645,0.10195893045417931,0,14,20
69.18348,60,51318.775446,12,0,0,60,21.600000000000005,0.6882696386122514,1.431824945352462,0.06432958456017893,1,12,20
75.09965,60,51318.775462,14,0,0,60,18.000000000000004,0.7301915877565941,1.515583403350094,0.048356865862786626,0,14,20
65.161835,60,51318.775479,11,0,0,60,19.400000000000002,1.1590822404189136,2.1065723991315704,0.05928945997552299,0,11,20
57.88148,60,51458.707989,9,0,0,60,15.799999999999999,0.6792542432196341,1.5287250418866383,0.05845152654699467,0,9,20
79.46083,60,51465.541343,15,0,0,60,25.600000000000005,1.2095894751259755,2.186421163845578,0.09074559222817899,0,15,20
75.30205,60,51476.010336,14,0,1,59,21.0,0.8089741750373499,1.871232406930854,0.08223691647642925,0,14,20
69.28663,60,51476.010439,13,0,1,59,25.000000000000004,1.416685259794606,2.6760440715131275,0.13988833046384344,3,13,20
79.79967,60,51476.010463,16,0,2,58,17.4,0.7901838713442123,1.4591506833405568,0.12323472845092616,0,16,20
73.67196,60,51476.01048,14,0,0,60,19.0,1.0740281569798178,2.062746760719515,0.0754217669450113,1,14,20
69.99952,60,51476.010496,13,0,2,58,17.0,1.1302421135662564,2.0958477835085314,0.08922050063550438,0,13,20
49.268806,60,51476.010512,6,0,0,60,19.000000000000007,1.2155938107070945,2.40815560139056,0.07010495743882027,0,6,20
71.70653,60,51476.010529,13,0,1,59,18.000000000000004,0.6567539497363718,1.352613948207424,0.04681877070109333,0,13,20
57.490253,60,51476.010546,9,0,1,59,12.799999999999999,0.7148698028214134,1.5410649038438722,0.05429648837390193,0,9,20
72.38663,60,51476.010562,13,0,0,60,17.200000000000003,0.44668851496974127,1.1444445208882505,0.05927263539778719,0,13,20
74.08502,60,51476.010579,14,0,3,57,19.000000000000004,0.657506037069877,1.31571001851267,0.04689490111454917,0,14,20
67.477394,60,51476.023897,12,0,0,60,14.8,0.7713140945710784,1.5941497041498711,0.054167276876296085,0,12,20
81.81798,60,51476.024021,16,0,0,60,21.2,0.8910248749413532,1.7655985567887196,0.071434764336754,0,16,20
78.71838,60,51616.91772,15,0,1,59,23.000000000000004,0.9208189917258742,1.9755266368027222,0.04477913258293437,0,15,20
71.98257,60,51625.332869,14,0,3,57,18.200000000000003,1.0087221120900802,1.8412610967614524,0.11412175493903727,1,14,20
71.037605,60,51636.556678,13,0,0,60,17.800000000000004,0.6912070731432308,1.5187831599481527,0.11436650471024429,1,13,20
77.49637,60,51636.556785,15,0,1,59,17.0,0.6318291975182774,1.351619179758794,0.09689930161036844,0,15,20
90.104195,60,51636.556812,19,0,0,60,20.4,1.107919626288265,1.986751912414825,0.06837157192409521,0,19,20
71.44503,60,51636.55683,13,0,1,59,19.200000000000003,0.9874859742632396,1.8404404417595353,0.08298926960228549,0,13,20
62.017117,60,51636.556848,10,0,1,59,18.600000000000005,1.031441003271959,2.0906351598517166,0.0957989485737254,0,10,20
74.51182,60,51636.556865,14,0,1,59,16.2,0.5041120601569111,1.0961289125944287,0.038321395806525944,0,14,20
59.12455,60,51636.556881,9,0,0,60,17.000000000000004,1.0477190999512098,2.351858810935388,0.0737312216907283,0,9,20
74.61766,60,51636.556897,14,0,1,59,20.800000000000004,0.8711745249327695,1.6853142765154046,0.08009203789610712,0,14,20
65.5687,60,51636.556914,11,0,0,60,15.800000000000002,0.6456465542117709,1.4152057707770258,0.04895366755952467,0,11,20
68.53103,60,51636.55693,12,0,0,60,16.400000000000002,0.7344800778152795,1.822961587696511,0.04389198549598211,0,12,20
68.337585,60,51636.556946,12,0,1,59,18.400000000000002,0.841206796326965,1.8288879321869551,0.045148668144949194,0,12,20
71.64423,60,51636.556962,13,0,0,60,16.6,0.7278773602150604,1.5074222658898784,0.05127394603835735,0,13,20
77.62506,60,51773.179973,15,0,0,60,19.0,1.1374744778646264,2.099469411614479,0.07235664457142152,0,15,20
69.4399,60,51781.260661,12,0,0,60,20.200000000000003,0.8500481813910032,1.8947329903014436,0.04459543600026501,0,12,20
71.11784,60,51792.588295,13,0,1,59,17.6,0.8710822699829313,1.7896820364239345,0.06023819831671046,0,13,20
65.70082,60,51792.5884,11,0,0,60,17.0,0.7395863170352089,1.647718800685346,0.0891735650214638,0,11,20
57.30887,60,51792.588426,9,0,0,60,12.8,0.7855623885070357,1.66519355723171,0.11452673671276017,1,9,20
79.48899,60,51792.588444,16,0,3,57,19.8,0.7855087437456343,1.519520532535175,0.05785983470582384,0,16,20
70.8204,60,51792.588461,13,0,0,60,15.200000000000001,0.9698001827608996,1.9616421259435706,0.07688731550509262,0,13,20
69.6533,60,51792.588478,13,0,4,56,17.4,0.8033595879969877,1.5488325419474935,0.05555707510999149,0,13,20
67.71624,60,51792.588495,12,0,1,59,16.8,0.9318831645889766,1.8058598824450245,0.08909332252493314,0,12,20
57.827667,60,51792.588511,9,0,1,59,16.6,0.8461657431030358,1.7733238107638538,0.11085218238577206,1,9,20
74.24327,60,51792.588526,14,0,2,58,17.8,0.6283739300267182,1.260531453526619,0.06864113471054806,0,14,20
77.961815,60,51792.588542,15,0,2,58,19.000000000000004,0.4291140748025247,1.121315683476022,0.0431919346997314,0,15,20
63.028587,60,51792.588558,10,0,0,60,17.000000000000004,0.6157080078219164,1.5625625741009692,0.05964689548323279,0,10,20
72.207985,60,51792.588573,13,0,0,60,17.200000000000003,0.536026746183965,1.2779424200751466,0.04898686148614661,0,13,20
81.34994,60,51935.767823,16,0,1,59,19.8,0.6050339709852703,1.4674657615162294,0.05013126028529553,0,16,20
81.01928,60,51943.171934,16,0,0,60,21.0,0.7203692260463197,1.4680941229844824,0.06557521119167284,1,16,20
70.87403,60,51953.520997,13,0,0,60,17.6,1.2629807687895545,2.5569893239472736,0.09562800928664313,0,13,20
73.085884,60,51953.5211,14,0,3,57,15.4,0.5770762995228147,1.2396041796391701,0.06985118948732952,0,14,20
71.65322,60,51953.521128,13,0,2,58,21.200000000000006,0.9134005155772239,1.769661249484696,0.11024043667872202,0,13,20
76.91422,60,51953.521146,14,0,0,60,24.000000000000007,0.7228952337117793,1.6957378784937949,0.04680375417572811,0,14,20
61.981667,60,51953.534602,10,0,0,60,17.2,0.8991572870690098,1.6686920033516124,0.11327719120679433,0,10,20
71.490456,60,51953.534644,13,0,0,60,18.800000000000004,1.1147733290081678,1.9946542744646116,0.07299431386980632,0,13,20
71.80482,60,51953.534666,13,0,1,59,18.800000000000004,0.7475881322633845,1.6528783362966477,0.06593039933315253,0,13,20
67.89769,60,51953.534685,12,0,1,59,15.200000000000001,0.6411639990218765,1.3625573614882946,0.059902820154069565,0,12,20
77.84395,60,51953.534702,15,0,2,58,19.8,0.648031870024932,1.4398628466399628,0.03777044680770916,0,15,20
71.55119,60,51953.534718,13,0,0,60,15.0,0.4944090131711895,1.137516273107273,0.08311940233515845,0,13,20
71.055626,60,51953.534734,13,0,2,58,16.8,0.5521877476999225,1.3309226721891212,0.04530518508866361,0,13,20
74.88877,60,51953.53475,14,0,1,59,18.400000000000002,0.6456241280510788,1.4095876712828215,0.04810577459407958,0,14,20
71.659065,60,53979.744397,13,0,0,60,18.4,1.0104730288009232,1.9619568134467473,0.08355283815506194,0,13,20
67.262566,60,53986.416754,12,0,1,59,12.8,0.5987199739439222,1.2745398076576173,0.0556125509741772,0,12,20
58.745255,60,53996.629866,10,0,2,58,15.000000000000002,0.8973666777944639,1.7891381349902085,0.09158139017068642,2,10,20
75.97678,60,53996.62997,14,0,0,60,19.200000000000003,0.471615447596414,1.2910265327222787,0.06852151194188258,0,14,20
57.420246,60,53996.629998,9,0,0,60,13.000000000000002,1.259875395730917,2.5943248290810796,0.0796376756824804,0,9,20
70.95231,60,53996.630016,13,0,0,60,16.8,0.7938511692796677,1.4855780581527767,0.0787181266826068,0,13,20
65.23097,60,53996.630034,11,0,0,60,13.8,0.49451071363985705,1.1619250165099901,0.05465763451956924,0,11,20
61.974957,60,53996.63005,10,0,0,60,17.000000000000004,1.1225193529438535,2.1071440923028244,0.08551985952130889,0,10,20
56.309216,60,53996.630067,8,0,0,60,15.600000000000001,0.6853907441889829,1.5854415367160548,0.0574534557999129,0,8,20
73.26468,60,53996.630084,14,0,3,57,19.000000000000004,0.7776741507059601,1.6821518889036382,0.06557874484149284,0,14,20
74.04562,60,53996.630101,14,0,1,59,16.2,0.737207028606729,1.424864503824567,0.09013424225448669,0,14,20
66.94547,60,53996.630117,12,0,0,60,14.8,0.7872658791058718,1.5134836504955227,0.06329805296028591,1,12,20
87.386894,60,53996.630132,18,0,0,60,20.8,0.9865631643543493,1.9066786131598341,0.08086484450115076,0,18,20
67.58691,60,53996.630147,12,0,1,59,16.400000000000002,0.9965506552839597,2.0499722612743025,0.07206771639989568,0,12,20
71.25741,60,54145.134326,13,0,1,59,17.2,0.5113024676076972,1.280066957699755,0.047576245321443104,0,13,20
72.206154,60,54154.698629,13,0,0,60,18.800000000000004,0.7569239852866788,1.7177844807203975,0.06826850806237028,0,13,20
72.93786,60,54165.734218,14,0,4,56,16.4,0.5710808940178436,1.326750759243383,0.05120580441542901,0,14,20
70.66463,60,54165.734342,13,0,1,59,18.400000000000002,0.9676860983255938,2.0317014164379703,0.06396434569719799,0,13,20
54.00993,60,54165.734373,8,0,1,59,13.200000000000001,1.0350312499400092,2.277329380261392,0.10704592576031806,0,8,20
75.28882,60,54165.734391,14,0,0,60,17.4,0.5255928544552408,1.3488794162219673,0.05686393643667718,0,14,20
72.94129,60,54165.734408,14,0,0,60,18.6,1.3993495721040208,2.594563357223003,0.1618212350422786,1,14,20
61.63235,60,54165.734424,10,0,1,59,14.4,0.6538242578387402,1.59402648809366,0.05985604423112276,0,10,20
74.153946,60,54165.734439,14,0,1,59,15.4,0.523045596575102,1.2727652188947978,0.0455526774940785,0,14,20
73.87988,60,54165.734455,14,0,0,60,16.0,1.0400573551051868,1.9674241486119706,0.0821949708379274,0,14,20
85.979614,60,54165.734471,18,0,2,58,20.8,0.7102025895315628,1.360938888053429,0.10715554954817702,1,18,20
57.594334,60,54165.734487,9,0,0,60,12.000000000000002,1.0428246564822135,1.9567820041082222,0.052000687730311156,0,9,20
78.29434,60,54165.734503,15,0,0,60,17.8,0.6028542112127147,1.2462672270534239,0.05838112687062554,0,15,20
64.60798,60,54165.734519,11,0,0,60,18.2,0.946010302508523,1.949384154267064,0.10291194872015093,1,11,20
69.615456,60,54294.456477,13,0,5,55,16.800000000000004,0.5222879372556103,1.1040515018786667,0.09269222475877188,0,13,20
83.36194,60,54301.953669,16,0,1,59,25.600000000000005,0.5090495340000369,1.1041884909479627,0.07239379546032434,0,16,20
60.29978,60,54313.398268,10,0,0,60,12.4,0.7501077230443638,1.5263933151493714,0.11462669277208612,1,10,20
75.22501,60,54313.398385,14,0,0,60,18.600000000000005,0.757496007507115,1.4305985502757759,0.06863693831006577,0,14,20
59.32207,60,54313.398414,9,0,0,60,15.600000000000001,0.7389577331616739,1.6570928808049927,0.048515304294407105,0,9,20
66.53814,60,54313.398433,12,0,2,58,18.200000000000003,1.000934860972571,1.9958529272393248,0.101683921724892,1,12,20
68.69178,60,54313.398451,12,0,1,59,17.4,0.5741142432463118,1.3765267768274656,0.09411901270148107,0,12,20
68.35731,60,54313.398468,12,0,0,60,16.0,0.8013548427478392,1.6175956449076814,0.06736136425109505,0,12,20
74.56591,60,54313.398485,14,0,1,59,18.2,0.7770638770047915,1.5285606584617655,0.053600312070066894,0,14,20
64.30593,60,54313.398501,11,0,1,59,15.8,0.7770298632278237,1.618967026850621,0.06608921158808796,0,11,20
75.718216,60,54313.398517,14,0,0,60,19.8,0.4609026658966997,1.1334999678185504,0.038515492476288854,0,14,20
72.38121,60,54313.398533,13,0,0,60,19.200000000000003,0.7693997233805465,1.664222111646872,0.05135967157912705,0,13,20
78.99378,60,54313.398549,15,0,1,59,22.0,0.6731185134196824,1.4703809117145354,0.06168753699439507,0,15,20
77.292404,60,54313.398564,15,0,2,58,19.8,0.6538146948946585,1.2164327014754979,0.11806967616439804,0,15,20
83.609856,60,54452.272926,17,0,3,57,19.4,0.43509261246010417,1.035871509791194,0.04671242522876253,0,17,20
90.66,60,54459.661954,19,0,0,60,22.0,0.8200023917311897,1.4205786546183232,0.08746960480159438,0,19,20
60.97563,60,54470.700811,10,0,2,58,12.600000000000001,0.4621730844414472,1.2811266801369503,0.04402321965977843,0,10,20
73.4824,60,54470.700916,14,0,0,60,18.0,1.0187970444691143,1.968183414243994,0.10065250639546647,1,14,20
83.18265,60,54470.700943,17,0,4,56,21.400000000000002,0.6986989201703356,1.405170284579092,0.08953693839343772,0,17,20
85.01299,60,54470.700964,18,0,7,53,21.200000000000003,0.5435360133262523,1.0697061424530379,0.10249556045196433,0,18,20
75.223915,60,54470.700982,14,0,0,60,17.8,0.6180479366723891,1.4509860598992383,0.05348457456463898,0,14,20
81.04862,60,54470.701,16,0,1,59,18.200000000000003,0.5157010653197245,1.239244965416027,0.036894974416720884,0,16,20
73.099434,60,54470.701017,14,0,4,56,18.4,0.7302922489597093,1.5116004178723437,0.058120880301534346,0,14,20
66.159454,60,54470.701033,11,0,0,60,19.8,0.9302717535552965,2.0224117150366703,0.07144633869357443,0,11,20
69.76336,60,54470.701049,13,0,5,55,18.8,0.7283243471143359,1.3921701876568942,0.09334196120776579,0,13,20
61.261196,60,54470.701064,10,0,0,60,16.6,1.149400499044271,2.3098411801680916,0.06892043272052785,0,10,20
68.47239,60,54470.70108,12,0,0,60,19.400000000000006,0.9638079562238162,1.9082721362202646,0.07118001167356094,0,12,20
64.50373,60,54470.701096,11,0,1,59,14.799999999999999,0.7981302114173041,1.7763135052403582,0.05192947867834549,0,11,20
68.542625,60,54622.231266,12,0,1,59,18.800000000000004,0.8586896586388182,1.7448875065646194,0.05826177295989032,0,12,20
69.758064,60,54633.436841,13,0,2,58,15.8,1.070970725742224,1.8969849921405475,0.07593514234870395,0,13,20
90.527,60,54646.160082,19,0,2,58,21.6,0.556519011748547,1.2330290884866142,0.04120973977785758,0,19,20
77.96297,60,54646.160195,15,0,0,60,17.799999999999997,0.7285317514888457,1.4672772718914928,0.056454722731320454,0,15,20
77.157074,60,54646.160225,16,0,7,53,18.799999999999997,0.5514883152046557,1.027209636241009,0.10566782696086784,1,16,20
67.40664,60,54646.160248,12,0,2,58,16.6,0.8666858301767176,1.6756286946751189,0.06310767823167743,0,12,20
71.683105,60,54646.160268,13,0,2,58,19.200000000000003,0.5984487167626594,1.3321564086488398,0.03826056812001512,0,13,20
69.22205,60,54646.1603,12,0,0,60,17.200000000000003,0.5489796115644187,1.1861479514941695,0.044793107660388166,0,12,20
63.43304,60,54646.16032,10,0,0,60,22.40000000000001,1.2434825239682847,2.618809123791735,0.07695691581253157,0,10,20
81.58655,60,54646.162081,16,0,0,60,19.0,0.6567397568864324,1.4493523062691218,0.07874475070171467,0,16,20
68.009834,60,54646.162239,12,0,2,58,15.8,0.40508557623270636,0.9676328486050908,0.0521423272373908,0,12,20
81.539566,60,54646.162264,17,0,5,55,18.6,0.8502420940466037,1.5032534520296383,0.060383186202442415,0,17,20
68.82777,60,54646.162296,12,0,0,60,19.800000000000004,1.0961144603424515,2.0417492099190957,0.06864061852904346,0,12,20
78.927284,60,54646.162318,15,0,1,59,21.6,0.6263534366607126,1.569997730745072,0.048897544120790705,0,15,20
79.647354,60,54780.637313,16,0,4,56,20.400000000000006,0.7563218386293972,1.486042679376653,0.07579920114605138,0,16,20
65.61084,60,54787.827262,12,0,1,59,16.000000000000004,0.8845770086234892,1.7018550446278586,0.12668105779045813,2,12,20
69.699905,60,54798.089782,12,0,0,60,19.400000000000006,0.6200462840420496,1.588363619100894,0.07173671194149378,0,12,20
81.828384,60,54798.089895,16,0,0,60,22.0,0.7158217989221303,1.4590298033067144,0.07980408302590918,0,16,20
62.586742,60,54798.089924,11,0,6,54,16.0,0.6266214044579652,1.4335252233754154,0.06406462453903844,0,11,20
74.34846,60,54798.089943,14,0,1,59,15.2,0.4157795753245398,0.8935211393404963,0.07487084915913006,0,14,20
81.876945,60,54798.089962,16,0,1,59,23.200000000000003,0.8515393986247222,1.7442827998196004,0.06194961654476845,0,16,20
65.7837,60,54798.08998,12,0,2,58,15.2,0.9081453274865539,1.6792494825843065,0.1011484022790928,1,12,20
75.8944,60,54798.089997,14,0,0,60,19.800000000000004,0.5627952281833416,1.230566859726755,0.05711407312932366,0,14,20
67.169975,60,54798.090014,12,0,2,58,15.600000000000001,0.8150230672258364,1.623296959535319,0.1082812370240443,0,12,20
72.657005,60,54798.090031,13,0,0,60,20.400000000000002,0.8115147887152392,1.6806870934635154,0.09092067847287677,0,13,20
71.93764,60,54798.090047,13,0,0,60,20.400000000000002,1.1511826414432287,2.217162189744871,0.07655068352885701,0,13,20
77.365616,60,54798.090063,15,0,1,59,15.8,0.4772141170648085,1.0430601113019378,0.0503270658711256,0,15,20
76.25127,60,54798.09008,15,0,5,55,17.400000000000002,0.31439943165250017,0.8966703767116758,0.035445352515256934,0,15,20
51.56317,60,54943.284688,7,0,0,60,16.0,0.9084113134173581,2.0648753630430696,0.07963475763219507,1,7,20
70.3362,60,54950.977502,13,0,1,59,16.6,0.6119042810092066,1.3458749882409222,0.11493208742638392,1,14,20
71.284225,60,54964.11511,13,0,0,60,16.8,0.9378818333562414,1.7994168829984287,0.05525666095318448,0,13,20
62.340286,60,54964.115214,10,0,0,60,18.400000000000002,0.8998509864551543,2.0655655044651184,0.05400443935170959,0,10,20
78.7529,60,54964.115244,15,0,0,60,20.599999999999998,0.7935580169867993,1.6272923178902627,0.05870719227285404,0,15,20
75.687546,60,54964.115264,14,0,0,60,20.400000000000002,0.796229688600555,1.7198946357009854,0.09290114971529939,0,14,20
65.789894,60,54964.115296,11,0,0,60,16.8,0.6450519876777945,1.3760972065774848,0.052194528901139674,0,11,20
64.50193,60,54964.115313,11,0,0,60,12.600000000000001,0.7190303469889474,1.4927917169993228,0.06631591527638556,0,11,20
60.743526,60,54964.11533,10,0,1,59,16.400000000000002,1.1882306752394267,2.3230406402393595,0.07142902945185989,0,10,20
77.041115,60,54964.115347,15,0,4,56,19.8,0.5494405605791448,1.1812063316489116,0.04439697975549633,0,15,20
75.26791,60,54964.115364,14,0,1,59,23.400000000000002,0.9760570140623436,1.9366695346723455,0.0863017048332782,0,14,20
80.59333,60,54964.115381,16,0,3,57,19.400000000000002,0.4633519255265166,1.1993585597468963,0.08464481647676543,0,16,20
74.82997,60,54964.115397,14,0,1,59,18.6,0.6850277964253607,1.4598350239243194,0.05397066094224729,0,14,20
81.750374,60,54964.115414,16,0,0,60,22.8,0.8948174874277414,1.8273075015126625,0.07698556831561448,0,16,20
69.593864,60,55106.558721,12,0,2,58,22.60000000000001,0.6730702257232021,1.4206793269134348,0.04220585569693284,0,12,20
76.61609,60,55113.969506,14,0,1,59,24.000000000000007,0.5819626730414288,1.3199219660456694,0.05161663901213745,0,14,20
60.242714,60,55125.142421,10,0,1,59,16.200000000000003,1.0786411420673585,2.1397259069033927,0.07981819848758158,1,10,20
64.63415,60,55125.143101,11,0,0,60,15.000000000000002,0.7629256041485544,1.6279988302440884,0.10303237254691343,0,11,20
61.035923,60,55125.143209,10,0,0,60,12.200000000000001,0.8520363457238999,1.6024172212026306,0.07202177706956374,0,10,20
80.50769,60,55125.143301,16,0,1,59,17.6,0.7361560837244614,1.3455360274941346,0.09580948230808621,0,16,20
87.44791,60,55125.143374,19,0,8,52,23.6,0.6460790621491628,1.2981721869007643,0.07387324506583648,0,19,20
62.498238,60,55125.143452,10,0,1,59,19.000000000000004,0.9508788751050177,2.014929626577427,0.12073447814262848,0,10,20
74.801216,60,55125.143469,14,0,0,60,18.2,0.9093997370156864,1.6719346667421497,0.06825018425112003,0,14,20
84.72906,60,55125.143494,17,0,1,59,21.6,0.6654849813930587,1.4280245039741528,0.05217177053079799,0,17,20
74.13264,60,55125.143511,15,0,6,54,17.4,0.6236968812282653,1.198674157570942,0.07374337606141552,1,15,20
70.80612,60,55125.143526,13,0,1,59,18.200000000000003,0.6569424857695264,1.2766097464460806,0.12206846878849631,1,13,20
65.15293,60,55125.143541,11,0,1,59,16.8,0.7535314993369037,1.478932776221037,0.10996227907792186,0,11,20
61.370182,60,55125.143556,10,0,0,60,18.0,1.3249077894732741,2.805166552443061,0.06703889996152411,0,10,20
66.21905,60,55264.573601,11,0,0,60,17.0,0.5004744537115695,1.3583123946979523,0.05332946528235478,0,11,20
87.8548,60,55273.349756,18,0,1,59,23.6,0.7126235163053262,1.425341447517783,0.04685086554627689,0,18,20
72.03569,60,55285.238425,13,0,1,59,20.0,0.7521642804760816,1.627277334469034,0.07729017403037798,0,13,20
69.87892,60,55285.238532,12,0,0,60,18.800000000000004,0.4605445584064313,1.1705349491753447,0.06416920617912841,0,12,20
72.994286,60,55285.23856,14,0,1,59,20.800000000000004,0.9128581533014305,1.672986402468503,0.11711615655582257,2,14,20
77.316734,60,55285.238579,15,0,1,59,17.799999999999997,0.841638280029192,1.682568343983261,0.06664287489594242,0,15,20
70.54162,60,55285.238597,12,0,0,60,26.60000000000001,1.0691873852312177,2.047780721168556,0.06336257873759191,0,12,20
64.75782,60,55285.238614,11,0,1,59,14.200000000000001,0.5410901190819933,1.2557053535199887,0.05081373376772796,0,11,20
74.66752,60,55285.23863,14,0,1,59,19.200000000000003,0.8762509116065499,1.923552705556538,0.04295370063142863,0,14,20
75.140976,60,55285.238647,14,0,0,60,20.200000000000003,1.039519762857399,1.883058107624823,0.06689796099823896,0,14,20
69.55459,60,55285.238663,12,0,0,60,19.6,0.7227077547882272,1.5439532169886712,0.08635271131321044,0,12,20
85.28749,60,55285.238679,17,0,1,59,22.600000000000005,0.5762634815848076,1.3138444570430463,0.04929844910137479,0,17,20
64.12298,60,55285.238696,11,0,0,60,12.600000000000001,0.8285110558196382,1.847444286452423,0.07651087703209186,0,11,20
