policy,n_objects,seed,episode_idx,cleared,n_delivered,n_steps,steps_to_clear,total_reward,sum_disturbance_m,sum_disturb_raw_m,max_disturb_m,mean_disturbance_per_attempt,n_invalid,n_empty_grab,n_physics_attempts,n_predicate_succ,n_failure_masked,n_ejected,wall_time_s
topdown,10,1031,31,0,7,30,-1,37.44501188203097,0.027494058984499345,0.08044867659238064,0.018996209578323302,0.0009164686328166448,0,0,30,7,38,0,16.695237636566162
heuristic_augmented,10,1031,31,0,5,30,-1,30.76972084745811,0.06513957627094653,0.18144376595907266,0.018972047198241127,0.0021713192090315513,0,0,30,5,58,0,17.188013315200806
rl,10,1031,31,1,10,14,14,39.69048876706344,0.014755616468281704,0.053636759097756316,0.014307911222772142,0.0010539726048772646,0,0,14,10,14,0,7.943337917327881
greedy_ggcnn,10,1032,32,0,0,30,-1,15.801921733815995,0.019039133092006152,0.1546560492079444,0.013364587010647083,0.0006346377697335384,0,0,30,0,22,0,19.905028104782104
random,10,1032,32,0,9,30,-1,44.00728795611096,0.03635602194451278,0.09945788441567295,0.0244905328283177,0.0012536559291211305,0,1,29,9,34,0,16.40459418296814
topdown,10,1032,32,0,7,30,-1,37.455244039721364,0.022377980139304587,0.07178449624881764,0.01901339312911838,0.0007459326713101529,0,0,30,7,36,0,16.79339575767517
heuristic_augmented,10,1032,32,0,6,30,-1,34.06586542830361,0.06706728584819227,0.13512860074905472,0.027102203896779527,0.0022355761949397423,0,0,30,6,54,0,17.709877014160156
rl,10,1032,32,0,7,30,-1,37.16892268122241,0.03553865938879264,0.10215731718523155,0.019940865866042195,0.0012254710134066427,0,1,29,7,46,0,16.41769051551819
greedy_ggcnn,10,1033,33,0,2,30,-1,21.169227807179922,0.07538609641004218,0.23206854212996128,0.0226058154336792,0.002512869880334739,0,0,30,2,44,0,20.034566402435303
random,10,1033,33,0,7,30,-1,36.26713866032559,0.11643066983719759,0.23566020411026642,0.029773373233120574,0.0041582382084713425,0,2,28,7,56,0,16.20359778404236
topdown,10,1033,33,0,7,30,-1,37.428696045159874,0.03565197742004803,0.08273307411812218,0.021573844437934114,0.0011883992473349344,0,0,30,7,34,0,16.768118381500244
heuristic_augmented,10,1033,33,0,8,30,-1,40.654517374201276,0.07274131289933386,0.11798848326783455,0.028184298407874,0.002424710429977795,0,0,30,8,22,0,16.5938618183136
rl,10,1033,33,0,9,30,-1,44.02811246861684,0.03594376569155536,0.08760143772402691,0.014915982013570143,0.0011981255230518453,0,0,30,9,10,0,15.973457098007202
greedy_ggcnn,10,1034,34,0,3,30,-1,26.78632722006094,0.016836389969531115,0.12679484206861347,0.009021165999837301,0.0005612129989843705,0,0,30,3,38,0,19.31898045539856
random,10,1034,34,0,8,30,-1,40.69229309802054,0.05385345098972209,0.1553002968513638,0.01846765291828975,0.0017951150329907363,0,0,30,8,50,0,18.02599048614502
topdown,10,1034,34,0,6,30,-1,34.12952179183265,0.03523910408367199,0.10477500470986378,0.01581712651821664,0.0011746368027890665,0,0,30,6,58,0,17.954460859298706
heuristic_augmented,10,1034,34,0,4,30,-1,27.53674505116381,0.031627474418100064,0.09637883544095648,0.018936768655180874,0.0010542491472700021,0,0,30,4,56,0,18.27027130126953
rl,10,1034,34,0,8,30,-1,40.70301724106192,0.04849137946901105,0.09398893273489595,0.02292574797424632,0.0016163793156337017,0,0,30,8,26,0,16.85341215133667
greedy_ggcnn,10,1035,35,0,1,30,-1,20.763187260528834,0.048406369735585805,0.1381553695093108,0.02092150878024358,0.0016135456578528602,0,0,30,1,20,0,19.03733730316162
random,10,1035,35,1,10,23,23,43.96485374623773,0.03757312688113712,0.10447001284149526,0.01462091813622921,0.001633614212223353,0,0,23,10,34,0,13.081264734268188
topdown,10,1035,35,0,9,30,-1,44.04649188877475,0.026754055612592097,0.0629211702521884,0.017333807787657956,0.0008918018537530699,0,0,30,9,12,0,15.253669023513794
heuristic_augmented,10,1035,35,0,9,30,-1,44.062792743929585,0.018603628035178166,0.05749792178557087,0.01483310290032545,0.0006201209345059389,0,0,30,9,4,0,16.055655002593994
rl,10,1035,35,0,9,30,-1,44.28362039128578,0.028189804357082966,0.07425220740916813,0.015501053361354704,0.0009396601452360989,0,0,30,9,14,0,15.630794525146484
greedy_ggcnn,10,1036,36,0,2,30,-1,24.652793440401574,0.013603279799216383,0.10506088702914475,0.009905241132721839,0.00045344265997387945,0,0,30,2,22,0,20.028971195220947
random,10,1036,36,0,9,30,-1,44.05530641074826,0.022346794625850763,0.08557584346109606,0.012098875009222016,0.0007448931541950254,0,0,30,9,28,0,16.178625345230103
topdown,10,1036,36,0,6,30,-1,34.65052664563225,0.014736677183869694,0.07474455066725974,0.012552906671011298,0.0004912225727956564,0,0,30,6,58,0,16.935415267944336
heuristic_augmented,10,1036,36,0,2,30,-1,22.43288777700352,0.00355611149824055,0.06498303130147073,0.007679422972367907,0.00011853704994135168,0,0,30,2,58,0,17.478444814682007
rl,10,1036,36,0,8,30,-1,41.01381538026032,0.013092309869815967,0.07331892334209411,0.011514805632249705,0.0004364103289938656,0,0,30,8,28,0,16.388651371002197
greedy_ggcnn,10,1037,37,0,2,30,-1,26.788410447912298,0.025794776043845738,0.08434255058271829,0.01878461585445719,0.0008598258681281912,0,0,30,2,12,0,17.308645486831665
random,10,1037,37,1,10,23,23,43.964075957958364,0.037962021020815806,0.12210613105561097,0.018784615853741065,0.001650522653078948,0,0,23,10,30,0,12.81947135925293
topdown,10,1037,37,0,6,30,-1,34.09295512356681,0.05352243821659241,0.11934558735617762,0.01639453591636563,0.0017840812738864136,0,0,30,6,56,0,16.988595724105835
heuristic_augmented,10,1037,37,0,6,30,-1,34.367789791122036,0.03610510443897955,0.11540447284210052,0.015017578849799925,0.0012035034812993184,0,0,30,6,58,0,16.601062774658203
rl,10,1037,37,0,7,30,-1,36.93350689708694,0.033246551456514305,0.11415692729569113,0.017011289905087892,0.0011464328088453208,0,1,29,7,38,0,15.990364789962769
greedy_ggcnn,10,1038,38,0,3,30,-1,24.615702704090396,0.022148647954806967,0.1253681979741322,0.012369699067041122,0.0007382882651602322,0,0,30,3,22,0,19.595575094223022
random,10,1038,38,0,9,30,-1,43.573660195429454,0.013169902285271786,0.08710433422296082,0.009872821123900357,0.00045413456156109604,0,1,29,9,46,0,16.39507508277893
topdown,10,1038,38,0,6,30,-1,34.09422313001039,0.05288843499480189,0.12887136413056263,0.018513933923133243,0.001762947833160063,0,0,30,6,58,0,16.636064291000366
heuristic_augmented,10,1038,38,0,7,30,-1,37.44334586179814,0.028327069100913677,0.0931633556071689,0.018513933923133243,0.0009442356366971225,0,0,30,7,38,0,16.564207792282104
rl,10,1038,38,0,9,30,-1,44.028320856995116,0.035839571502423694,0.09761823984835277,0.019314894486479307,0.0011946523834141232,0,0,30,9,24,0,16.234649658203125
greedy_ggcnn,10,1039,39,0,4,30,-1,27.923371227907367,0.038314386046320856,0.10641670905157775,0.016618336373248617,0.0012771462015440285,0,0,30,4,22,0,18.36396074295044
random,10,1039,39,1,10,14,14,39.674617905822274,0.022691047088864214,0.05638910216063995,0.01450997448277288,0.0016207890777760153,0,0,14,10,10,0,7.7816596031188965
topdown,10,1039,39,0,8,30,-1,40.686537174958964,0.05673141252049202,0.10612714073412025,0.02098131414910532,0.0018910470840164007,0,0,30,8,24,0,16.20916771888733
heuristic_augmented,10,1039,39,0,8,30,-1,40.67627546567316,0.06186226716339285,0.13810476001707328,0.016625908248185394,0.002062075572113095,0,0,30,8,26,0,16.079509973526
rl,10,1039,39,0,9,30,-1,44.46755588867319,0.056222055663381294,0.12095635008443292,0.035239970064354774,0.0018740685221127098,0,0,30,9,18,0,15.65983772277832
greedy_ggcnn,10,1040,40,0,2,30,-1,23.478483348591567,0.0007583257042206512,0.03510802291042243,0.005758325704220651,2.5277523474021707e-05,0,0,30,2,26,0,18.07659387588501
random,10,1040,40,1,10,20,20,42.54379745770479,0.02810127114760502,0.08742689329742102,0.012689555434660403,0.001405063557380251,0,0,20,10,28,0,10.81191110610962
topdown,10,1040,40,0,5,30,-1,30.861968430942735,0.019015784528636077,0.07358806945183374,0.01178358353600446,0.0006338594842878692,0,0,30,5,58,0,17.196693181991577
heuristic_augmented,10,1040,40,0,6,30,-1,34.16683901099084,0.016580494504572676,0.06344289562400239,0.010643643086705434,0.0005526831501524225,0,0,30,6,56,0,16.77421808242798
rl,10,1040,40,0,8,30,-1,40.777664914552,0.011167542723980926,0.04802016653803713,0.011168410575496175,0.00037225142413269753,0,0,30,8,34,0,15.278316259384155
greedy_ggcnn,10,1041,41,0,2,30,-1,21.969239246588458,0.035380376705773015,0.17432077998186316,0.012917685647783313,0.001179345890192434,0,0,30,2,46,0,19.235813856124878
random,10,1041,41,0,9,30,-1,43.747708378917274,0.04614581054135633,0.15421646424379748,0.028534815996074655,0.0015912348462536665,0,1,29,9,42,0,17.12843132019043
topdown,10,1041,41,0,7,30,-1,37.443239261389394,0.028380369305289088,0.07572498070187292,0.016666276558836145,0.0009460123101763029,0,0,30,7,36,0,16.36049246788025
heuristic_augmented,10,1041,41,0,8,30,-1,40.75041826314475,0.024790868427599897,0.0759306662063954,0.012917685646210734,0.0008263622809199965,0,0,30,8,22,0,16.45666790008545
rl,10,1041,41,0,7,30,-1,37.11755839294489,0.19122080352753693,0.3336385963237619,0.0741140737665767,0.0063740267842512304,0,0,30,7,34,0,17.435030937194824
greedy_ggcnn,10,1042,42,0,1,30,-1,18.149557038152224,0.03522148092389163,0.09374115433449426,0.01596621956320442,0.0011740493641297209,0,0,30,1,16,0,18.40947413444519
random,10,1042,42,0,8,30,-1,40.728809290136795,0.025595354931594348,0.07031900588383434,0.01843475229699404,0.0008825984459170465,0,1,29,8,42,0,15.866381406784058
topdown,10,1042,42,0,6,30,-1,34.155559791278,0.022220104360992237,0.0800802062772432,0.0192826144946161,0.000740670145366408,0,0,30,6,58,0,17.16696548461914
heuristic_augmented,10,1042,42,0,5,30,-1,30.870568445773454,0.014715777113277744,0.07177631741596632,0.01228441452186552,0.0004905259037759248,0,0,30,5,58,0,16.43986415863037
rl,10,1042,42,0,6,30,-1,34.13899771239768,0.030501143801156108,0.12358721271557711,0.013857948845086555,0.0010167047933718704,0,0,30,6,58,0,16.682725429534912
greedy_ggcnn,10,1043,43,0,4,30,-1,29.015145783496862,0.09242710825156983,0.259331072857805,0.018700341127907735,0.003080903608385661,0,0,30,4,46,0,19.029793977737427
random,10,1043,43,0,4,30,-1,27.24093096504422,0.049534517477891775,0.17117511606900346,0.021947877824713594,0.001708086809582475,0,1,29,4,58,0,16.778459310531616
topdown,10,1043,43,0,7,30,-1,37.446835353974635,0.02658232301266824,0.078711644842992,0.019513948579297093,0.000886077433755608,0,0,30,7,36,0,16.510528564453125
heuristic_augmented,10,1043,43,0,7,30,-1,37.42641968845902,0.03679015577047505,0.08223043062174053,0.02036925332614532,0.0012263385256825016,0,0,30,7,34,0,16.22742795944214
rl,10,1043,43,0,5,30,-1,31.005238895426142,0.06738055228693503,0.12557096505385143,0.026324933663828154,0.002246018409564501,0,0,30,5,58,0,16.740699768066406
greedy_ggcnn,10,1044,44,0,1,30,-1,17.677835286086317,0.031082356956844776,0.1491507109629446,0.019664590900714006,0.0010360785652281592,0,0,30,1,12,0,20.19844675064087
random,10,1044,44,0,6,30,-1,33.20690550971358,0.07654724514321054,0.15993980444875266,0.026355537891116835,0.002835083153452242,0,3,27,6,58,0,15.74317193031311
topdown,10,1044,44,0,6,30,-1,34.088138740471365,0.05593062976431723,0.1558835726652563,0.026878889745124535,0.001864354325477241,0,0,30,6,58,0,17.630069971084595
heuristic_augmented,10,1044,44,0,4,30,-1,27.560368392775956,0.01981580361202521,0.09145822317459412,0.0196645909009365,0.000660526787067507,0,0,30,4,56,0,18.402774572372437
rl,10,1044,44,0,6,30,-1,34.82919463650834,0.0454026817458276,0.12142262168801045,0.026355537891117935,0.0015134227248609201,0,0,30,6,56,0,17.144462823867798
greedy_ggcnn,10,1045,45,0,3,30,-1,26.944164532236744,0.057917733881630566,0.18109275526655633,0.028001535980149744,0.0019305911293876856,0,0,30,3,26,0,19.316293001174927
random,10,1045,45,0,8,30,-1,40.04637154610728,0.12681422694636216,0.22607908517985664,0.04140104243514064,0.004372904377460764,0,1,29,8,54,0,16.806698083877563
topdown,10,1045,45,0,5,30,-1,30.823376943805705,0.03831152809715334,0.1087160667294229,0.0172996568117177,0.0012770509365717779,0,0,30,5,56,0,16.38910698890686
heuristic_augmented,10,1045,45,0,3,30,-1,24.253921441120394,0.023039279439807953,0.06401009452508774,0.0172996568117177,0.0007679759813269318,0,0,30,3,56,0,16.488457918167114
rl,10,1045,45,0,8,30,-1,40.60330423391683,0.09834788304157123,0.17984805576903523,0.03965888330931908,0.0032782627680523744,0,0,30,8,46,0,16.310888290405273
greedy_ggcnn,10,1046,46,0,1,30,-1,20.254583544061923,0.06270822796903675,0.2035352407159139,0.019279873424309913,0.0020902742656345582,0,0,30,1,28,0,19.67157816886902
random,10,1046,46,0,9,30,-1,44.058326160171475,0.020836919914250948,0.05899332834420778,0.018716924642517622,0.0006945639971416982,0,0,30,9,32,0,15.936900615692139
topdown,10,1046,46,0,5,30,-1,30.834028903011923,0.03298554849404458,0.09117697980543109,0.02055414038884654,0.0010995182831348193,0,0,30,5,58,0,17.236706256866455
heuristic_augmented,10,1046,46,0,5,30,-1,30.869868333285766,0.015065833357122308,0.06570608655948777,0.010833490026889518,0.0005021944452374103,0,0,30,5,58,0,16.627742052078247
rl,10,1046,46,0,7,30,-1,37.34209029267431,0.07895485366283105,0.13245423175194806,0.046989553112779164,0.0026318284554277013,0,0,30,7,42,0,16.434064626693726
greedy_ggcnn,10,1047,47,0,2,30,-1,26.047490247248803,0.0362548763755945,0.1024504145211797,0.013721433347769511,0.0012084958791864833,0,0,30,2,12,0,18.078322649002075
random,10,1047,47,0,8,30,-1,41.00235291562357,0.018823542188203,0.05913320529428251,0.013591127000986346,0.0006274514062734333,0,0,30,8,38,0,15.976622343063354
topdown,10,1047,47,0,6,30,-1,34.15316386531505,0.02341806734247233,0.11175681251179499,0.01596788017421389,0.0007806022447490776,0,0,30,6,58,0,16.93735933303833
heuristic_augmented,10,1047,47,0,6,30,-1,34.17555801163519,0.012220994182402876,0.060955659769211364,0.008281992890872118,0.00040736647274676257,0,0,30,6,54,0,16.837276935577393
rl,10,1047,47,0,6,30,-1,34.145773132414185,0.027113433792905744,0.11083762495366517,0.012733772850177261,0.0009037811264301915,0,0,30,6,50,0,17.966206789016724
greedy_ggcnn,10,1048,48,0,2,30,-1,22.399837261467777,0.06008136926611452,0.17856431171485704,0.016268312862973793,0.002002712308870484,0,0,30,2,8,0,19.548696994781494
random,10,1048,48,0,9,30,-1,43.9739970598835,0.053001470058242135,0.14481744848946165,0.021758837060090273,0.0018276368985600737,0,1,29,9,46,0,16.112913608551025
topdown,10,1048,48,0,5,30,-1,30.765212310332224,0.06739384483389237,0.14132293762834114,0.03361375629442478,0.002246461494463079,0,0,30,5,58,0,16.709105491638184
heuristic_augmented,10,1048,48,0,4,30,-1,27.553056072593527,0.02347196370324105,0.09555347945387702,0.013556948558166085,0.000782398790108035,0,0,30,4,58,0,17.81479573249817
rl,10,1048,48,0,7,30,-1,36.400157439766495,0.04992128011674237,0.14923245138652302,0.01713840881754584,0.0017829028613122275,0,2,28,7,42,0,15.507766008377075
greedy_ggcnn,10,1049,49,0,1,30,-1,17.726877951736675,0.006561024131668326,0.07681584243906284,0.01124610677940293,0.0002187008043889442,0,0,30,1,2,0,19.040392875671387
random,10,1049,49,1,10,25,25,44.9889668399728,0.005516580013601236,0.06763075517218889,0.007718930357826163,0.00022066320054404942,0,0,25,10,36,0,13.74166488647461
topdown,10,1049,49,0,7,30,-1,37.47639913787983,0.011800431060069887,0.07555318337036769,0.013409510293037856,0.00039334770200232953,0,0,30,7,36,0,17.604552745819092
heuristic_augmented,10,1049,49,0,8,30,-1,40.79711130027162,0.0014443498641657304,0.05049265919217228,0.00546286291656608,4.814499547219101e-05,0,0,30,8,12,0,17.19502329826355
rl,10,1049,49,0,7,30,-1,37.43221355027053,0.033893224864718255,0.08980814874306386,0.03178254415182565,0.001129774162157275,0,0,30,7,36,0,16.31738829612732
greedy_ggcnn,10,1050,50,0,3,30,-1,24.788430647726265,0.05578467613687071,0.11883368816348712,0.03163598496328942,0.0018594892045623568,0,0,30,3,22,0,18.61624765396118
random,10,1050,50,0,6,30,-1,33.60762351967815,0.04618824016092346,0.1112202960450418,0.031316200408218406,0.0015926979365835676,0,1,29,6,58,0,16.737136602401733
topdown,10,1050,50,0,5,30,-1,30.798548921092728,0.05072553945363928,0.11865023633158996,0.023014819799721174,0.0016908513151213092,0,0,30,5,58,0,17.268154621124268
heuristic_augmented,10,1050,50,0,6,30,-1,34.11809753302451,0.040951233487740796,0.09945639424571995,0.03131620038716743,0.0013650411162580264,0,0,30,6,58,0,16.68239998817444
rl,10,1050,50,0,7,30,-1,36.88963517152617,0.05518241423690822,0.10886122887378478,0.03318752330169182,0.0019028418702382146,0,1,29,7,48,0,16.373846769332886
greedy_ggcnn,10,1051,51,0,1,30,-1,20.818383935944937,0.020808032027533577,0.15574959478053532,0.011539710673778413,0.0006936010675844525,0,0,30,1,22,0,20.549740076065063
random,10,1051,51,0,8,30,-1,39.18203137566346,0.058984312168252444,0.16795882124650058,0.01321819045817019,0.00218460415437972,0,3,27,8,40,0,16.255777835845947
topdown,10,1051,51,0,7,30,-1,37.35196334695029,0.07401832652483771,0.16750214955289666,0.028924079822376787,0.0024672775508279236,0,0,30,7,42,0,17.33648180961609
heuristic_augmented,10,1051,51,0,8,30,-1,40.73597075767527,0.032014621162352035,0.1034743287612637,0.01750319803358639,0.0010671540387450678,0,0,30,8,34,0,16.67029333114624
rl,10,1051,51,0,8,30,-1,40.68404114374425,0.05797942812784735,0.14393898775818667,0.02413522118059225,0.0019326476042615783,0,0,30,8,30,0,16.773852586746216
greedy_ggcnn,10,1052,52,0,3,30,-1,24.84841715221361,0.02579142389319905,0.09223317849741947,0.016778630638113006,0.0008597141297733017,0,0,30,3,36,0,18.19374704360962
random,10,1052,52,0,6,30,-1,33.81183460197044,0.0640826990147859,0.1707725829853598,0.02103577197407262,0.002209748241889169,0,1,29,6,58,0,16.267882108688354
topdown,10,1052,52,0,6,30,-1,34.15668478964418,0.02165760517790493,0.06711558752260877,0.012731156278908437,0.0007219201725968311,0,0,30,6,58,0,16.507615327835083
heuristic_augmented,10,1052,52,0,4,30,-1,27.78834588509583,0.025827057452089266,0.08581148584869759,0.014363075798112928,0.0008609019150696422,0,0,30,4,58,0,16.773264408111572
rl,10,1052,52,0,8,30,-1,40.7950670039129,0.0024664980435336525,0.03860204327682897,0.007466498043533653,8.221660145112175e-05,0,0,30,8,36,0,15.835941791534424
greedy_ggcnn,10,1053,53,0,3,30,-1,24.392079943379333,0.013960028310338234,0.08909125778518057,0.011216306197591836,0.00046533427701127446,0,0,30,3,18,0,18.639835119247437
random,10,1053,53,0,7,30,-1,38.56823498292224,0.06588250853887657,0.17529089482325405,0.02242438577653705,0.0021960836179625524,0,0,30,7,56,0,16.565381288528442
topdown,10,1053,53,0,9,30,-1,43.949616715884574,0.07519164205768847,0.13104244362419892,0.02317204113163765,0.0025063880685896158,0,0,30,9,22,0,16.04943609237671
heuristic_augmented,10,1053,53,0,8,30,-1,40.741884769751934,0.02905761512400527,0.0884567841616868,0.018613853122727942,0.0009685871708001757,0,0,30,8,14,0,16.14598846435547
rl,10,1053,53,0,9,30,-1,44.05521851967845,0.022390740160751023,0.08580583085553377,0.016481471486376086,0.0007463580053583674,0,0,30,9,12,0,16.042995929718018
greedy_ggcnn,10,1054,54,0,3,30,-1,24.40267211297319,0.008663943513409995,0.056232466082527605,0.009488683228478602,0.0002887981171136665,0,0,30,3,18,0,19.091026067733765
random,10,1054,54,0,7,30,-1,37.40832855979547,0.04583572010226654,0.1798789001455348,0.01333078061003712,0.001527857336742218,0,0,30,7,54,0,17.646679878234863
topdown,10,1054,54,0,6,30,-1,34.176809260663504,0.01159536966824777,0.054796144665809524,0.011248712221423025,0.0003865123222749257,0,0,30,6,56,0,16.74307680130005
heuristic_augmented,10,1054,54,0,6,30,-1,34.190223150839074,0.004888424580459913,0.04722856674369789,0.0077670775059405835,0.00016294748601533045,0,0,30,6,56,0,16.9761860370636
rl,10,1054,54,0,6,30,-1,34.62754487449336,0.02622756275331699,0.11566102994560615,0.013659265856908987,0.000874252091777233,0,0,30,6,54,0,17.28723645210266
greedy_ggcnn,10,1055,55,0,2,30,-1,22.271709424551638,0.12414528772417963,0.30475306722786183,0.034261476199249324,0.004138176257472654,0,0,30,2,36,0,19.541715621948242
random,10,1055,55,0,8,30,-1,40.68494275961642,0.057528620191786395,0.16946368080723248,0.017517427949043478,0.0019176206730595466,0,0,30,8,44,0,17.328723669052124
topdown,10,1055,55,0,6,30,-1,34.146039418000534,0.026980290999731257,0.10637255934080683,0.02837795936973061,0.0008993430333243752,0,0,30,6,58,0,17.306519269943237
heuristic_augmented,10,1055,55,0,5,30,-1,30.79265806517084,0.05367096741458312,0.12051699242584185,0.026477895915386077,0.0017890322471527706,0,0,30,5,58,0,17.283262729644775
rl,10,1055,55,0,7,30,-1,39.12047769971292,0.029761150143529976,0.102498556479604,0.020412918411782083,0.0009920383381176658,0,0,30,7,38,0,16.549118757247925
greedy_ggcnn,10,1056,56,0,1,30,-1,20.537707970331898,0.0411460148340507,0.13513325780790322,0.020329954535803257,0.00137153382780169,0,0,30,1,32,0,19.99260115623474
random,10,1056,56,0,8,30,-1,40.72185008947129,0.0390749552643533,0.09036479871758375,0.01906667911532564,0.0013024985088117766,0,0,30,8,50,0,16.342472314834595
topdown,10,1056,56,0,5,30,-1,30.70658024390707,0.09670987804647037,0.17423435525774444,0.032888351404764024,0.0032236626015490124,0,0,30,5,58,0,17.603564262390137
heuristic_augmented,10,1056,56,0,4,30,-1,27.468196187610364,0.06590190619482113,0.18500208469205706,0.01843190272738778,0.0021967302064940376,0,0,30,4,58,0,18.04086399078369
rl,10,1056,56,0,8,30,-1,40.67734743633217,0.06132628183389802,0.11569771902405729,0.02402071178420265,0.0020442093944632676,0,0,30,8,34,0,15.544886112213135
greedy_ggcnn,10,1057,57,0,0,30,-1,16.031520234236826,0.02423988288158852,0.13814622473513472,0.01048757857781992,0.0008079960960529507,0,0,30,0,18,0,19.27476668357849
random,10,1057,57,0,7,30,-1,37.4879861362017,0.006006931899136566,0.06880317038487098,0.0074340638302092315,0.00020023106330455218,0,0,30,7,40,0,16.500171184539795
topdown,10,1057,57,0,7,30,-1,37.311454289413284,0.09427285529334735,0.16446699286378538,0.02558420603376107,0.003142428509778245,0,0,30,7,50,0,16.89023518562317
heuristic_augmented,10,1057,57,0,6,30,-1,34.09214620557299,0.05392689721350444,0.11565216625256275,0.021846634406920754,0.001797563240450148,0,0,30,6,58,0,16.897149324417114
rl,10,1057,57,0,8,30,-1,39.234523798221026,0.032738100889472196,0.09539190238396185,0.017447944051287054,0.0012125222551656368,0,3,27,8,42,0,15.31406569480896
greedy_ggcnn,10,1058,58,0,2,30,-1,21.233306965315663,0.04334651734217279,0.15629416663711115,0.026944739090153845,0.0014448839114057598,0,0,30,2,20,0,19.47828197479248
random,10,1058,58,0,6,30,-1,33.80203076880756,0.06898461559621828,0.18704414628518853,0.02738959658469886,0.002378779848145458,0,1,29,6,58,0,17.66873073577881
topdown,10,1058,58,0,5,30,-1,30.810237260967288,0.04488136951636024,0.10783311258799626,0.016766750584000727,0.0014960456505453412,0,0,30,5,58,0,17.410698652267456
heuristic_augmented,10,1058,58,0,4,30,-1,27.515785621800635,0.04210718909968747,0.13333225109747318,0.01570481988704438,0.0014035729699895824,0,0,30,4,58,0,17.8696026802063
rl,10,1058,58,0,8,30,-1,40.73187774305633,0.034061128471826595,0.10098101013358585,0.015704819887043857,0.0011353709490608864,0,0,30,8,42,0,16.763890743255615
greedy_ggcnn,10,1059,59,0,1,30,-1,20.247480859331223,0.0662595703343917,0.1317499248116851,0.04800878766854295,0.002208652344479723,0,0,30,1,42,0,18.91776466369629
random,10,1059,59,0,5,30,-1,30.74426636426045,0.0778668178697766,0.1904338743672216,0.025845038148609327,0.00259556059565922,0,0,30,5,58,0,16.960827827453613
topdown,10,1059,59,0,4,30,-1,27.51360596869228,0.043197015653864315,0.11610413240136067,0.023109006105086705,0.001439900521795477,0,0,30,4,58,0,17.636478424072266
heuristic_augmented,10,1059,59,0,1,30,-1,17.586968079676993,0.05651596016150832,0.16008819380379313,0.01823744148079518,0.001883865338716944,0,0,30,1,58,0,18.431787967681885
rl,10,1059,59,0,4,30,-1,27.47664294421807,0.061678527890970225,0.16730832180869193,0.019813096812176613,0.0020559509296990074,0,0,30,4,58,0,18.0380380153656
greedy_ggcnn,15,1000,0,0,0,45,-1,27.360402953227492,0.32979852338625176,0.8807995985094187,0.04403477781632762,0.007328856075250039,0,0,45,0,34,0,46.5421416759491
random,15,1000,0,0,13,45,-1,63.906093502176255,0.34695324891185725,0.72456176180767,0.06562312821416635,0.008068680207252495,0,2,43,13,80,0,34.415860652923584
topdown,15,1000,0,0,11,45,-1,57.854629022386575,0.3326854888066817,0.6145883969274449,0.09285123144865128,0.007393010862370705,0,0,45,11,86,0,38.72253465652466
heuristic_augmented,15,1000,0,0,12,45,-1,61.87380049054705,0.2630997547264445,0.5262569565129563,0.029506969389705283,0.0058466612161432105,0,0,45,12,66,0,36.56833600997925
rl,15,1000,0,0,9,45,-1,51.379543050696405,0.5302284746517861,0.9843711963710314,0.04110877583547573,0.011782854992261914,0,0,45,9,80,0,38.14308953285217
greedy_ggcnn,15,1001,1,0,3,45,-1,34.648713516199464,0.3956432419002654,0.7911891961902239,0.10353862179105408,0.00879207204222812,0,0,45,3,74,0,47.00628352165222
random,15,1001,1,0,9,45,-1,51.59848065999606,0.3507596700019537,0.7764283883971432,0.032172450472470235,0.007794659333376749,0,0,45,9,88,0,36.560226917266846
topdown,15,1001,1,0,8,45,-1,49.86870492097454,0.12564753951268734,0.3163184804704728,0.025600313902502,0.0027921675447263854,0,0,45,8,86,0,36.31838822364807
heuristic_augmented,15,1001,1,0,7,45,-1,44.59980481035223,0.1500975948238504,0.36138062359603934,0.02885429391579286,0.0033355021071966758,0,0,45,7,80,0,33.64249634742737
rl,15,1001,1,0,8,45,-1,45.72680890666321,0.18659554666837036,0.4761223619406076,0.02776953801513151,0.004664888666709259,0,5,40,8,88,0,31.84001064300537
greedy_ggcnn,15,1002,2,0,5,45,-1,38.55285396506147,0.2335730174692462,0.5628989597509858,0.04870946609527414,0.005190511499316582,0,0,45,5,36,0,40.443915367126465
random,15,1002,2,0,12,45,-1,60.87002752407946,0.3949862379602505,0.8008010009938198,0.060246157966920136,0.009185726464191872,0,2,43,12,86,0,36.52903866767883
topdown,15,1002,2,0,10,45,-1,54.4897500217357,0.15512498913211925,0.30963432161667437,0.030559711085239787,0.003447221980713761,0,0,45,10,88,0,33.71596693992615
heuristic_augmented,15,1002,2,0,5,45,-1,38.02367491638266,0.1181625418086556,0.313386875701652,0.030559711085239787,0.002625834262414569,0,0,45,5,88,0,34.999696016311646
rl,15,1002,2,0,11,45,-1,58.880645995592786,0.3296770022035915,0.719551194181506,0.035129986510308936,0.007326155604524255,0,0,45,11,84,0,34.57250499725342
greedy_ggcnn,15,1003,3,0,1,45,-1,27.999356395462105,0.3903218022689476,1.0433051051160964,0.062453544049892736,0.008673817828198834,0,0,45,1,58,0,45.825106620788574
random,15,1003,3,0,13,45,-1,65.17252821813906,0.3237358909304493,0.6869202223044254,0.03892746253223967,0.00719413090956554,0,0,45,13,72,0,35.92339754104614
